Index,Sentiment,SentimentText
5115,0,@X15 Ewww that's horrible. 
5116,0,@x1n Totally. Loved the last few House eps of S05. Now the long wait to 06 
5117,0,"@x3_anahdez http://twitpic.com/68iie - ? w?sh ? could've been there for the last day of school...  oh well, ?'ll see you guys next yea ..."
5118,0,"@x3_Evaa Oh sorry, when you want it I wasn't here  (Sorry for my bad english xD)"
5119,0,@x3bubbly ooh why? 
5120,0,"@x3cyrus awh howcome?  i'm okay, i just have a lot of studying to do for a biology regents tomorrow :/"
5121,0,@x3jennlaurrxo i was like gross... then they started feelin each other up and making out.  but othr than that it was my brothers bday 2day
5122,0,"@x3kristinnnn awe i'm sowwy  Anywho, i saw the hangover today. it was flippin' hilarious!"
5123,0,@x3missleelee awww  okay! thanks!
5124,0,@ShesElectric_ ive missed u too  twitters been so quiet today!! xx
5125,0,@ShesElectric_ mixture of everything  so tired too! u hada good day? xx
5126,0,@ShesElectric_ really jealous! stuck in here til 4! 
5127,0,@ShesElectric_ we are havin russ withdrawl symptons.too long since i saw him online again  right my munchkin..hope your feel a bit happier
5128,0,@ShesElectric_ yes 5yrs EACH way! please dont go on a 10year round trip id miss u too much!! and and and ud miss out on london in aug  xxx
5129,0,@Sheshel Would love to think weekend was going to be relaxing.... but I fear not.... got house to look nice for friends party tomorrow..  
5130,0,@SheSimmers http://bit.ly/CXdyK   They stole from ME.  Won't respond to me or lawyers
5131,0,"@Shesirawr aaa pinginn nontooon hehe,km skg dimana? aku kesel deh td main sims gak ke save "
5132,0,"@shesroyaltee Click that setup.exe and it'll install and blahblahblah. Yeah, sigh.  Looks like they have to be quiet for now."
5133,0,@shesroyaltee That's disgusting! It makes me so mad that people can still think like that. 
5134,0,@shesstrych9 omg me too  i was just thinking that. im about to watch movies and theres no one to cuddle w/. booooo.
5135,0,@shetakesthecake @mitch_m @wegmans chicken salad on a pretzel roll YUM! Unfortunately they don't know how to keep it in stock 
5136,0,@shetalksinmath ugh that sucks 
5137,0,@shettyb yeah bro.. realizing it the hard way 
5138,0,@Shevybaby *hugs* I know 
5139,0,"@Shevybaby oohhh,  I'm sorry about that!!"
5140,0,@shewasyar sorry i haven't been by. we've been training from 9-6. and then doing door decs and bulletin boards and rcrs at night 
5141,0,@SheWillCutUDry but the ONE who was in all of the kissing photos! 
5142,0,@x3Niamherz i no the new channels r horrible too 
5143,0,@x3sonjae haloscan is hard 
5144,0,@x3Vanessaaaaa I do the sad dance for you... *sad dance*  
5145,0,@x3vanessashley me? lols jk I miss you 
5146,0,@x3zerogravity AWWW!  how did that happen??
5147,0,@x7laurax7 What time? I ll need to get my last train home. Working in the morning!  xx
5148,0,"@xaireel at home, on my computer table.  i miss macbeth.  I'm having a macthrawal syndrome"
5149,0,"@xaireel Gossip girl, now lang e. u know i was busy the whole week.. kaya bumabawi lang rin ako ng tulog.. sayang absent Kends later.. "
5150,0,"@xAkademiks its a tough world out there for girls, guys totally have the upper hand. And its lame "
5151,0,"@XakliaAeryn Nowhere glamerous I'm afraid  Have to go help clearout my new room @ the new place, it's currently loaded with junk."
5152,0,@xallthatjazzx  you're right! I need some nice ones this time!
5153,0,"@xAmandaKayx i tried to call her and she didn't answer, obviously. eh, i'm getting sick "
5154,0,@xAmandaKayx low fat cheese and steamed chicken  I couldn't do it.
5155,0,@Xandarr2112 Cancelled it?  You should get an email if something went wrong.
5156,0,"@sheyka lo masih muda shey, 17. haha, gue 18 tahun  what a big number!"
5157,0,@sheywantsPDA  lo sintio mas 
5158,0,@sheywantsPDA I`M SAD 
5159,0,@shezbaddyo im not  ima thug
5160,0,@shezDOPEx3 i hit u up n u didnt remember me  lol
5161,0,@shezzadine i love that show!  hate that it got cancelled 
5162,0,@shezzalicious I'd so be on that if my Internet was more than just my iphone right now 
5163,0,@Shezzaz hahahahaha OH DEAR!!!!  BUT that does give me 4 months to get used to the fact that afterwards there will be no more of them 
5164,0,@SHHHMiCKLE - That sucks. 
5165,0,@shhhmickle i want ice cream 
5166,0,@shhron you left me  and im not live anymore
5167,0,@shi819 ouch  poor thing at least it takes the pain away from your legs now right?
5168,0,@shiahoney Don't tell me the Spymaster group is screwing up Twitter again. Ugh! 
5169,0,@Shiantology I never got that tweet  well at least I saw the video tonight.
5170,0,@shiben Dude the Metal Gear solid Touch for iPhone is just aim and shoot game. Not as good as I have hoped 
5171,0,@ShieldBella Hey mom!  I still can't change my pic 
5172,0,@shiftedcrazy if I give you a medal made of chocolate I fear I may fuck up your meal plan 
5173,0,@shiftin unfortunately work has got it the way 
5174,0,@shiftintomanic   I haven't been to one in a minute. Felt like a family reunion
5175,0,@xanderorion it smells like india in my house 
5176,0,@xandiee I've never tried them 
5177,0,@Xandromas Why can't you be a pen pal?  I'll give you a translation later on MSN.
5178,0,"@xAngerella aww,  at least ur not in a bad mood"
5179,0,@xanister @ 'work' more tired than I should be 
5180,0,@xanister matches in a long ongoing UK vs US elimination bracket &amp; ridiculously both winner spots went to 2 UK fighters. I was very down 
5181,0,@xanjellyca jelly!! my email is fashionistashay@aol.com but i stiil need my US words. i'm so confused 
5182,0,"@xannagracex don't even mention cstone to me...  and its up to you, its your dang birthday! lets break edge. hahaha jk!"
5183,0,@Xanneroo No please the thanks are mine to heap on you AA! Wish I'd been there to watch live - somehow I've dropped off the ticket list 
5184,0,@Xanneroo Sound good. Can't believe how exited I got reading that. God. I must be a sad old geek. 
5185,0,@Xanthetwirls They had 7 kids between them. The 8th on the way. More pregnancies than that. 
5186,0,"@XanthViper Dead space is cool and all, but big announcements from console maker that comprises solely of that is weaksauce "
5187,0,"@XanthViper Oh, don't get it twisted, I WANT SC: Conviction. It's just gonna feel weird without having Michael Ironside. "
5188,0,"@XanthViper Yea, it's sad that there's no Michael Ironside in SC:Conviction. "
5189,0,@Xantiriad lol...and yesterday we both said 'I don't get it?'..Runes of Magic is an exact clone but WoW just feels better. I'm in trouble 
5190,0,@shiftykapone34 umm...like 2:30 or 3. I work graveyard.  text me if you want. 5103233543 only if you want though. Haha! Nighty night.
5191,0,"@shiggser nah, back to work "
5192,0,@shigirl2224 aww sorry ur feelin sick still hun.  i wrote ya a comment on facebook a few hrs ago-didya get it?i gotta b at gym by 9am  ...
5193,0,@Shih_Wei  I feel your pain Veronica! ... As I am about to quit playing on Twitter &amp; vacuum &amp; take out the garbage 
5194,0,@shiiki This sucks..  How about contacting Twitter?
5195,0,"@SHIKA3 too much on my mind, and a lot to do, and not enough time in the day "
5196,0,@Shikha_M that's soo cool man!! I hope we get it in our radio fast 
5197,0,@Shikha_M yeah do...but its hacked 
5198,0,@ShikhaBirdie blaaady jealous..we need some rains down here as well  !!!
5199,0,@ShikhaBirdie my mom went for a job to delhi yesterday....i cried thw whole weeken...everytime door bell rings i think its her 
5200,0,"@shikoneko  Just didn't get onto the GM photo page, I honestly think mine was better than at least a couple that were chosen. "
5201,0,"@Shiminay Urgh I've training later, which I didn't want to do but i've been bullied into it "
5202,0,@shimmery_star Hey Shims I can't wait to see Damo again either  I am missing you all !! Badly ha. Glad you had a good night !
5203,0,@shimo I miss you  why weren't you in class?
5204,0,@ShimTheDream aww.. you're making me sad....  i wanna bowl to pack... &amp; something to put in it.... i miss my glass collection 
5205,0,"@Xantiriad the music in the trailer was terrible imo, cheesy handbag house. I was expecting some dnb or hard house "
5206,0,@xaosyn Yeaaahhh I work at Kirklands aka bored housewife store. Yayyy! No boys though 
5207,0,@xarcrius I want a waffle too 
5208,0,@Xaris3514 apparently 24 hours   tooooo long if you ask me.  a few hours here and there would have been better.
5209,0,@xashley18x why fyl? 
5210,0,@xashxk i miss it terribly  is it important?
5211,0,@Xav I wish I could have been there to meet @senseiram and @@XanderSliwinski 
5212,0,@XaviAceto Welcome to my world. Autoimmune diseases do that to you.  Sorry you r dealing with it tho.
5213,0,@Xavienne I wish you did too!!! 
5214,0,@xavier_eligh why yes there is....sorry if you have swine flu 
5215,0,@xavierism yup!  well...going to a wedding and then visiting my BFF before he redeploys 
5216,0,@XavionMGaBBana I was sick  http://myloc.me/3VAI
5217,0,@XaviV I have the flu!!! 
5218,0,@xayejay and @justinlacap I'm hella sick now 
5219,0,@xBabyy_Angelx sucks doesn't it  xxx
5220,0,@xBaileyPaige :O i wasnt expecting that. Omg I'm so sorry!  now i'm gonna cry
5221,0,@xBeccaShmecca  I shall miss you 
5222,0,@xbeccashmecca I miss you 
5223,0,"@xbeckaxockx Aw, that is tragic "
5224,0,@xbethlewis19x  Soz i couldnt come round!!     Miss yuuhh!!!
5225,0,@xBitterblossomx happy birthday!!  Sorry I wasn't there last night 
5226,0,"@shindotv yes!! I always have my camera.. nothing exciting happens. the day i forget/decide not to carry it, EVERYTHING happens "
5227,0,@shine_2895 i think we can`t go out this weekend  i`m so busy i have tons to do and mama won`t let me coz of that virus :ï½œ but
5228,0,@shinedropdime Because he is sad  And it's just a tshirt.
5229,0,@shinemontano I've never been to Bohol! 
5230,0,@shineonmedia http://twitpic.com/7z46m - AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAH 
5231,0,@shineonmedia No. You won't. We're getting it tomorrow and my 5 year old brother already called dibs. 
5232,0,@shineonmedia that saddens me. there are like no videos anywhere 
5233,0,@shineonmedia There's something wrong with your site. It's not letting me go on it. It said its temporarily unavailable 
5234,0,@shiner76 Glad to see you back. Sorry to hear that you were sick. 
5235,0,@shiney42 Never ending 
5236,0,@shinginbox Pois Ã©. 
5237,0,"@shiningCHER I can't w this story, it kills me..  its unimaginable... Smh."
5238,0,@shiningCHER I just left from over there.         just missed u guys
5239,0,@shiningCHER I was suppose to go on the 22nd but me and my chick is on the outs.  I heard its good.
5240,0,@shiningCHER Well im @ wrk office is crazy mami home sick! 
5241,0,@ShiningSamy Y did u have to stain my favorite jeans 
5242,0,@ShiningSttar Oh no.   I hope you're things get better soon!
5243,0,@shiningthunder  You have no other books? I sorry. *huggles*
5244,0,"@xbllygbsn :$ a know a dont look amazing though  :$ well, i dont feel it :$ im no even eating much, an i put on weight fs :@ :$ ..."
5245,0,@xbllygbsn a know eh!! 'left unhurt' fuck sake  lmao
5246,0,@xbllygbsn awwh lol ;). saaame ;( feels like its pure burning its almost sore? cause thats like mine atm 
5247,0,@xbllygbsn go eat :O william :O  oo you do? . a love the new york one ;) then a seen the Moldy Peaches! you so have to get they
5248,0,@xbllygbsn noo! lol! i so hope they keep the one where i get the tombstone of l and d! cause i cant get blokes preggers otherwise  lol
5249,0,"@xbllygbsn okay ;). fs william ;) lol. im going for lunch at half 12..bored already, want food  lol http://bit.ly/7n60L"
5250,0,@xbllygbsn pff fine then! ;) ooh it doesnt?  what about one of they gaming chairs aaron has? ;)
5251,0,"@xbllygbsn still a size 10..but a big size 10  :$:$. a cant wait to see you either, but a jus feel all huge  :$"
5252,0,"@xbllygbsn this saturday till next sunday :@  could, on sunday, cause it stops there and then.. ;) :$. ayee :$. used to be 49, but"
5253,0,@xbllygbsn to run him over lmao ;). mmmhm ! lucky  can i join? ;). eeeehm why they trying to phone you? : /
5254,0,"@xbllygbsn william, calm  whats your mum doing? :$. course a do! :$ lol"
5255,0,"@xbllygbsn william, you need to eat fs! imma come force some food down you ;) lol . dont shut up "
5256,0,@xbllygbsnii and btw - if turbulance starts..wait till you see my face :$ lmao ;). noo not jus what i want!  we'll have to go back
5257,0,@xbllygbsnii but how? lol. fine &gt; &lt; lol ;). ooo you alright O.O 
5258,0,@xbllygbsnii hello! jeezo you talk some shite mr ;) lmao! jkjk ;) thats me back from lunch now :@ 
5259,0,"@xbllygbsnii noo! i need to do fitness  lol :$. mmhm, 14 days tomorrow eh ;) "
5260,0,"@xbllygbsnii oo you are? Fs wish a was there  wish a went everywhere with you  lol :$ am getting it, but mums having one too ;) so"
5261,0,@xbllygbsnii ooo :$ times it at? 
5262,0,"@xbllygbsnii shh  well a bloody hope 7hr passes quick! and if they wee masks come down, am jumping off that plane! lmao :$."
5263,0,@xbllygbsnii the picture of the guy that looks like mike? need to find a picture - cant find one 
5264,0,@shinjiDev sorry por no ser tan nerd  o XDDD
5265,0,"@shinkouchou Naww, you're not bitchy!!  I understand what you mean completely, Twitter isn't for LENGTHY convos between two people &lt;&lt;;ily2"
5266,0,@shinobistalin lord tariq hasnt been relevent since 98 
5267,0,@shinobistalin so snakes are incognito!!!!!!!!!!!!!!! that niggah is gonna bite coco 
5268,0,@shinobiusagi sorry to hear that.  
5269,0,"@Shinpawl Hey, at least you could have Pizza Port if you wanted it. I would have to convince someone to ship it. "
5270,0,"@shinseidesigns Things are tight for me, but I want to wish you good luck.  "
5271,0,@shinskydadon  Link not opening. 
5272,0,@ShinyAndrea when have you been disappointed with #greenday ? 
5273,0,@Shinybiscuit  ah well
5274,0,@Shinybiscuit also i would like to point out i am knicknamed sheldon among my freinds due to similarities between me and the character 
5275,0,@Shinybiscuit but my own name on Twitter is really boring 
5276,0,"@Shinybiscuit Good idea, but the exam is tomorrow. I....really....can't.... "
5277,0,@Shinybiscuit I have been trying to get photoshop for months  No interest in music.
5278,0,@Shinybiscuit I know  I Lose. Me FTL.
5279,0,@Shinybiscuit Not Shinycunt then? I'll be disappointed if you go for Bastard over Cunt 
5280,0,"@shinydiamonds My iPhone is full, too. "
5281,0,"@ShinyDirt dude my bf went up to him and said he was hot and he only got a dirty, confused look! so disappointing  lol. FF5 still rocked!"
5282,0,@xboyonederx me too. I need a boost n I think I ate too fast 
5283,0,"@xbp Sorry to hear that, Sat. fishing was very slow, so you did not miss anything  "
5284,0,@xbrittanylynne I don't think I cango!!  I'm driving to la that night 
5285,0,@xbrookecorex if you can make it through the day. every time i try that i end up crashiing by 3pm 
5286,0,"@xbrookecorex SAME, and you too?!  we are all good people lol cmon black cloud, go away!!!"
5287,0,@xCaitlinx i too  lazy and shy to go 
5288,0,@xcaix i tried to find you after the exam but you ran off before i got my stuff together  how'd it go? unseen was a bitch.
5289,0,@xcaix Why not? Even on myspace? I really wanna see it..  She's just like Mary Poppins! Is she ugly again in first?! I'm so exited!
5290,0,"@xcandiee ouh,well u not the only one who is sick!im sick too "
5291,0,@xcarliex woah crazy! My train was at 11:30 lol. How did you miss him?  Was he getting swamped? aha.
5292,0,@xCarlosx There was a good teaser for it. Comes out in a fucking year! 
5293,0,@xcarlosx you getting a fever too? Weather changes tend to get me sick 
5294,0,@xCAROxx  i miss you too  i leave for camp on monday  i don't want to go.
5295,0,@xCaseyMariex Oh dear.    Get off twitter!
5296,0,@xcassiegottox me too  i fell asleep around 3 and was supposed to be up at 4.
5297,0,@xCatpire WELL FINE. 
5298,0,@xcd013x DON'T YOU DARE!!!! :O I WILL HUNT YOU DOWN AND DRAG YOUR ASS BACK ONLINE! you aren't allowed to leave. 
5299,0,"@XChadballX Haha can't wait, maybe its a comeback to England? Been to all your London shows, so gutted not to be seeing you at Reading "
5300,0,"@XChadballX i tryed to get up erlie to get a london ticket, seems they solded out now tho  haha im relly angery XD"
5301,0,"@XChadballX Shit! I live in Madrid! But I could not go cause' I am a minor, and I can't enter in the 'Sala Heineken'  NFG were fantastic!"
5302,0,@XChadballX with with DEP and Devildriver (36 Crazyfists &lt;3) and couldn't miss them  as long as you have good supports (ISHC for one ;) )
5303,0,@XChadballX You guys are amazing i love you. I wish you would tour with blink 
5304,0,@xchelface Hopefully we can catch up soon!  Great seeing you guys!  Sorry again! 
5305,0,"@xCHICKAMUNGUSx Yeah, all of the older women in my family have Type 2  I try to do everything I can to never get to that point."
5306,0,@xchikax I wish.  
5307,0,@xChristaLee I always try hard and end up feeling like an idoit. 
5308,0,@xchristeenx3 LOL STOP CAPS LOCKING i feel like you're YELLING at me 
5309,0,@xclaire_hx i knowww samee. but we still have like 8 exams left  bummerrr
5310,0,@xclairecatx I can't I'm not with vodafone  Ich bin... sad.
5311,0,@xclawx Think Sally knew how ground down I felt.  Was in tears for most of it 
5312,0,@xclusivebby im jus tryin to every my avenues of networking ... P.S i miss you 
5313,0,"@xclusivebby i's sowry  its a social networking website for all aspects of entertainment,art, and fashion.. its called ..CYBER-CYPHER.COm"
5314,0,@xclusivebby u and me both shmoopie 
5315,0,@xcocochanel no  I have to fly to grafton to play hockey....wish I could skip it haha
5316,0,@XCOLINX the rapidshare account has expired  
5317,0,@xConverseLuverx oh yeah...srry i was on youtube 
5318,0,@thomaswilliams that's what I thought 
5319,0,@thomaszander Thanks. I cud not find koffice2.0 for fedora 10 repo. moreover my entire KDE is built on src trunk  ..
5320,0,@ThomGreenwood he was my favourite. 
5321,0,@Thomie4 he can GTFAway from Roddy  #BB10
5322,0,@Thomiez  Ach was!
5323,0,"@Thompsonville makes us love the mopars even more. Hell, i havent had heat in 7 years or so. Who needs anti-heat anyways? "
5324,0,@thomshouse quite sure it wasn't &quot;hacked&quot; or anything. someone just misused my password. 
5325,0,@thornandes  we deft. need to meet up then... wid da ceuceu group! Jon is comingg btww!!! soo hyped!
5326,0,@thorobredprez $1600 IN 6 DAYS??.....IM DISSAPOINTED  ...NOT GONE CUT IT B
5327,0,@thoroughlygood I think I should have stopped at 3 
5328,0,"@thorpus I had no idea Murky had closed. I hadn't been there in a little while, even before I moved to Charlottesville in March. "
5329,0,@thorpus you're making me miss my hometown 
5330,0,"@thorrad we wouldn't be able to get there until later, like 6:15 or 6:30. I have to drive invalid boss to &amp; from work &amp; her hours later. "
5331,0,@thosting upload picture icon wasn't activate for me when  I try to use it!! I don't know why 
5332,0,"@thoughtcriminal you fuck, your tumblr made me really hungry, now i'm making a full meal at 2:30  vegan burger w/those sale french fries."
5333,0,@Thoughtss akh i know. you missed me! dont miss me anymore. heartbroken i am 
5334,0,@thousand a really snooty old couple 
5335,0,@ThrashersMod Me too 
5336,0,@threadless currently not wearing a threadless shirt  which is quite rare...I wore &quot;Lochness Imposter&quot; yesterday though #threadless
5337,0,"@threadless i really want the lemon aid tee, but they won't let me sign in "
5338,0,"@Threadless I really want to wear the 'Puppet In Love' #threadless tee today...alas, you're all out of those shirts in my size. "
5339,0,@threadless Wish I had one but I can't afford to buy one right now. 
5340,0,@threefromleith awww sorry hon 
5341,0,"@threehares Both! To be fair, I haven't heard every note of the score, maybe they fit it in somewhere. But all signs point to no theme "
5342,0,@threethreesix why FYL? U having a bad day?  Tweet about it!
5343,0,"@threnodycreed hordeXP is too low, 2500 Xp for 50 waves,  i can get that much in 2 games of guardian"
5344,0,"@threnodycreed i sent 3 emails to joegraf no reply, there is a big thread on the forums about it. Epic has let me down "
5345,0,@ThriftStoreGirl both great movies but ive seen em already 
5346,0,@thriftymom Boy came home with some US goodies. I don't think I coulda had more than a bite but it was good! sorry for prodding ur memory 
5347,0,@thrila oh my. breakup 
5348,0,@thrila yeppe/.i hope i could share to you the link.but such a very nervous feeling i forgot to memorize the link..!wooooot 
5349,0,@shinyminidrake Come to Atlanta afterwards!  Though sadly I think by the time you got here I'd be gone  Hope you get out of there ASAP!
5350,0,@shinyobject No kidding! My friend is going to the Zoo concert to see the B-52's. 
5351,0,"@shinyshiny Maybe they're your ear twin, like in Friends when Joey finds his hand twin?? Bit of a bugger though about them being stolen "
5352,0,@shinysquirrel hmm ... i'm doing it everyday but i drink coffee ... and it works only sometimes  
5353,0,"@shinywen Okay this may sound silly but, what is a good use for these oils? They sound awesome, some of your links are broken though "
5354,0,@ShinyWooper he gave me cookies 
5355,0,"@shiorimo thanks to work, i missed out! ugh! "
5356,0,"@shioyama you mean, Twitter is blocked in *Taiwan* as well? w-o-w!  #6489"
5357,0,"@shiqian77 hmm..i think she doesnt twitter yet? ask her to join as well! oh btw, i called the uncle already.im taking cab no.1 leh "
5358,0,"@shira467 aw, i know how that feels. it sucks. (has happened before in my slow cooker.) "
5359,0,@shiralazar The link doesn't work 
5360,0,@shiralazar Virgin started charging for wifi   http://wifi.virginamerica.com
5361,0,@shirimeke Grï¿½ling the night away 
5362,0,@shirley30004 Pulling the infusion set in the insulin pump has got to be one of the most uncomfortable things!! 
5363,0,@ShirleyMcLaugh as long as u bring cookies ? 
5364,0,@thrivingivory When are you going on? I def way to see y'all but i might be a little late 
5365,0,@through_suez you're just gonna give my present away...? just like that? 
5366,0,"@throwawaystyle that my friend is a well know fact, he was the king of comedy, may he rest in peace "
5367,0,@throwboy *pout* I really hope I catch it this time 
5368,0,@Throwinbeats  we have 10 days left ! please oh please just let them pass by easily ! 
5369,0,"@ThrushVintage ... nah, there are SO many people who've NEVER heard of Etsy.  I've stopped explaining it to any1 over 35, tho I'm over 35 "
5370,0,@Thud_Hardbutt you found a pic of me 
5371,0,@thug___angel Nope don't think so! She dislocated her shoulder yesterday =S Yeah im excited! Naw shes not  lol x x x
5372,0,@thugrandkash @jamael @Dphresh @Trevian I miss my fam. 
5373,0,@thunder_express i didnt get to see it tonight 
5374,0,"@thunderday SNOW?  OMG, that's insane.  I'm sorry "
5375,0,"@thunderinglunie Hi, it seems you have the same thing as me Vestibular Migraine  how long you had it &amp; how do you cope"
5376,0,"@thurisaz83 I was thinking about buying it, but finally saw sense and decided no one would play it with me here "
5377,0,"@thurrott I like Tweetdeck (much better than Thwirl) - no Blackberry client, though.  "
5378,0,"@ShirleyMcLaugh So you've nicked another one? First @martinlewis77 then @dragonwheels, now @cavorting.  Is there anyone left for Janey "
5379,0,@shirleyyyy That's excited! Too bad I'm looking at the hotels and they look REALLY expensive! 
5380,0,@shirlise follow friday? lol i'm still none the wiser i'm having an iq challenging day 2day.  
5381,0,@shiroki_kun : some people said it was made also by a fan. I don't know  I wish it was real Jen's.
5382,0,"@shironezumi the fight between Hathaway and Lewis is so emotional  And amazing episode, I told you so!"
5383,0,@shirtsNdestroy i cant watch the damn video!!! 
5384,0,@Shirusan he isnt?  wouldve been LEGEN-wait for it-DARY.
5385,0,"@shisk fucking dog owners.  it's their fault, not the dogs.   i'm sorry for your Millie either way."
5386,0,@shitshoveller Poor Kay  x
5387,0,@shittalky what?? thats cruel  poor kitty
5388,0,@shittyDJ why is it strange....we just wanted to celebrate your awesomness 
5389,0,"@shivasdiva hiiiii! I got ur text late...  Man, we def need to do whole in the wall tho. This is gonna be a long week, I can FEEL IT!"
5390,0,@shivasdiva how was Aiko? missed it being at the wesc/nylon party 
5391,0,@shivface oh my god im sooooooooo sick  help me
5392,0,@Shivnav: yep yep ;)   were both not well though  he had a massive race yday so hes like dead 
5393,0,@Shiyiya I don't like to think so no 
5394,0,@shiz_bocha I want a MacBook too  photobooth @-)
5395,0,@Shiz89 Ð²Ñ‚Ð¾Ñ€Ð½Ð¸Ðº Ñ‚Ð¾Ð»ÑŒÐºÐ¾ Ð½Ð°Ñ‡Ð°Ð»Ñ?Ñ? Ð° Ñ? ÑƒÐ¶Ðµ Ð·Ð°ÐµÐ±Ð°Ð»Ñ?Ñ? 
5396,0,@shizie lol i do too. figures that everyone else's AK mugshots are everywhere and huge but patrick's is all...tiny. 
5397,0,@thursdaysignals  that makes me sad seeing his face like that.
5398,0,@Thurzday @YonasAfrica you guys left for Europe already ?? 
5399,0,"@thushaa gahh i know - shipping prices are pretty ridiculous  the sad thing is, we try and keep them as low as humanly possible"
5400,0,"@thushaa haha baller!! i wish i could go shopping, but i have finals this week "
5401,0,@thuybees Good to hear. Can you believe I am yet to start studying? So screwed  
5402,0,@thwipp89 I know 
5403,0,@THXBeats i shoulda been there 
5404,0,@Thyrannosaur thanks bubba! how was justins? did i miss out or whattt... i barely got anything done 
5405,0,@tia.  you leeft even before we made the decision  are you home ok?
5406,0,@Tia_marie it was NOT the hot bartender that came home with me  a drunk Asian... NOT @jyamaski
5407,0,@tiaaaaa You killed him.  I am in a state of shock. Can I revive him and keep him for myself?
5408,0,@tiadalmade2 just some silve sandals lmao ... i was trying leave with all the money I came with but i couldnt do it 
5409,0,@ShizumaTaka Depressed. Want to go out for a walk but don't wanna go on my own. 
5410,0,"@ShleyMo dang, i wanted to go that tattoo shop but i don't want to go alone "
5411,0,"@shmashmanda I would definitely be a zombie for you if I was in town, but I'll be upstate, grr! I've never been to Governor's Island. "
5412,0,"@shmeeli mmmmmm mustard is great, thanks Eli now I want a sandwich. "
5413,0,@shmeggers i wanna learn to breakdance 
5414,0,@shmeggy027 I feel your pain. Adam went to Africa and now I'm stranded in our Houston apt. maniacally searching the online classifieds 
5415,0,"@shmerin alright u go girl, i haven't done a half in a long time "
5416,0,@shmmmowl plz call me 
5417,0,@shmorrow i won't get a day off until at least December  i'm not kidding
5418,0,@shnappy1 Enjoy! Xpecially with Detroit's loss 
5419,0,@shNicolerz yeah D: ahahha. its gross 
5420,0,@Shnooky303  well she did get out of the hosptial last night but still
5421,0,@shnydi I'm sorry I'm lame for being lazy n tired 
5422,0,"@shoalsbiz is prob having cache issues right now.  It should fix itself, but I'll let @ev / someone @Twitter know about it too. #shoalsbiz"
5423,0,@shoddylynn congrats on the Doc Martins... i can never seem to win anything on Ebay. 
5424,0,@shoe_gal81 ano!  gonna be blood swear and tears! gonna be hard work and fears!
5425,0,@sHoEFeRReT  meanie face...
5426,0,@ShoeGirl21 awwww I'm a get to see lari more! I miss her. 
5427,0,"@ShoelessMan hills in Kansas? but Kansas is flat...but now my mom wants me to go there tomorrow, but step dad says no, i'm stuck in btwn "
5428,0,@shoelover79 Condolences 
5429,0,@shoelover79 I love Clinkers...I want clinkers *goes to cupboard*....I don't have any clinkers 
5430,0,@shoelover79 this saturday night.... NOoooooooo!! 
5431,0,@shoelover79 Where are you??? Are you OK??? We miss you here!! 
5432,0,@shoeluva u went to the mall without me 
5433,0,@shoemoney I'm more upset about the fact that 2010 is the last year 
5434,0,"@shoes_in_herts Ingesting the alcohol definitely, would waste it by rubbing it in. Am really getting fed up and bored of the pain now "
5435,0,@shoesandbooks I didn't got the chance to meet w/ U! 
5436,0,"@shoesandbooks I married a spanish man so I'm staying for good (or until the diveorce xxpp) and we can't have a dog, we live in an apt. "
5437,0,"@shoesandbooks Lucky you I have to wear a name tag  I feel like x-mass tree when I work Tag, Keys cliped on belt and ad's aroud my neck"
5438,0,"@shoesandtattoos it is, everyone has one in Brando Social. You poor thing "
5439,0,@ShoesforGeorgia  look for it
5440,0,@ShoesforGeorgia i was saying 'bitch' to the girl that was talking about you! and its alright. i won't stay 
5441,0,@ShoesforGeorgia so did mine  but technically she can't cause she lost her voice :/
5442,0,"@ShoesforGeorgia What's the matter, hun? "
5443,0,@shoeshine no  I haven't been to work.
5444,0,"@ShoeSmitten oops, size 10 is sold out "
5445,0,"@shoestringing yes, now if we could just get salesmen to believe that "
5446,0,@shoewee that twitter video isn't working for me 
5447,0,@Shofii thats luck! i'm in my bed :/ im sick again  is terrible!
5448,0,"@shogoq aaaai vocÃª Ã© mÃ³ nerd shoguets  HUASHIASUHISAUHISAUHSIA mas anyway, vamos sofrer juntos yey \o/"
5449,0,@tiahakim sangat besttttt! better than i expected.  interview was fine. hopefully boleh dapattt! kte bosan dekat rumah... 
5450,0,@tiakayla  ouch that was mean. I feel like I just starred in my own Drag Me to Hell the past few days and I wake up to this? wow!
5451,0,@tiamimi i can't because it makes it swell... my jaw presses in 
5452,0,@TiaMonet27 and dnt b missin that dang boy! Wat abt ua best friend since 6th grade!!?? I'm jealous 
5453,0,@TiaMowry awwww im sad the shows cancelled!! it was my fav! 
5454,0,@TiaMowry http://twitter.com/iamdiddy/status/1996373862 I have a question...why did the CW cancel the game??? I am so disappointed 
5455,0,"@TiaMowry I hate the Drew Sidora episode though, I have my own Drew situation...too bad it was my cousin "
5456,0,@TiaMowry I think you and Tamera should have your own show anyway...the CW or ABC fam is not appreciating you like they should. 
5457,0,"@TiaMowry it's a shane, I love that show "
5458,0,@tiamowry my friday nites are boring cuz there's no more &quot;the game&quot; (tears) I miss that show!! 
5459,0,@TiaMowry Oh NO! It was so funny! Man O Man! I just bought all the episodes on Itunes that were avail yesterday! Networks stink! 
